cell_id,essay_id,trait,purpose,family,rationale_excerpt,detected
14,6434,expression_2,설득,syn,어법에 맞는 맞춤법과 띄어쓰기를 사용하였다. '못할것이다'의 띄어쓰기 오류와 문체 혼용('입니다'와 '이다'의 혼재)이 일부 관찰되나 전반적으로 어법에 맞게 작성되었다.,1
14,6434,expression_2,설득,vocab_grade,어법에 맞는 맞춤법과 띄어쓰기를 사용하였다. '못할것이다'의 띄어쓰기 오류와 문체 혼용('입니다'와 '이다'의 혼재)이 일부 관찰되나 전반적으로 어법에 맞게 작성되었다.,0
15,20677,content_1,설득,case_marker,"디지털 시대에 우리말을 어떻게 지켜야 할지 생각해봐야 한다'는 핵심 주장을 명료하게 제시하고, '신조어와 줄임말을 적절히 사용하면서 우리말을 해치지 않도록 해야 한다', '맞춤법을 지키고 외국어보단 우리말을 쓰려고 노력해야 한다'는 구체적 실천 방안으로 합리적으로 뒷받침하였다.",0
15,20677,content_1,설득,dis_SBERT,"'디지털 시대에 우리말을 어떻게 지켜야 할지 생각해봐야 한다'는 핵심 주장을 명료하게 제시하고, '신조어와 줄임말을 적절히 사용하면서 우리말을 해치지 않도록 해야 한다', '맞춤법을 지키고 외국어보단 우리말을 쓰려고 노력해야 한다'는 구체적 실천 방안으로 합리적으로 뒷받침하였다.",1
15,20677,content_1,설득,dis_nonSBERT,"'디지털 시대에 우리말을 어떻게 지켜야 할지 생각해봐야 한다'는 핵심 주장을 명료하게 제시하고, '신조어와 줄임말을 적절히 사용하면서 우리말을 해치지 않도록 해야 한다', '맞춤법을 지키고 외국어보단 우리말을 쓰려고 노력해야 한다'는 구체적 실천 방안으로 합리적으로 뒷받침하였다.",0
15,20677,content_1,설득,lex,"'디지털 시대에 우리말을 어떻게 지켜야 할지 생각해봐야 한다'는 핵심 주장을 명료하게 제시하고, '신조어와 줄임말을 적절히 사용하면서 우리말을 해치지 않도록 해야 한다', '맞춤법을 지키고 외국어보단 우리말을 쓰려고 노력해야 한다'는 구체적 실천 방안으로 합리적으로 뒷받침하였다.",0
15,20677,content_1,설득,meta,"'디지털 시대에 우리말을 어떻게 지켜야 할지 생각해봐야 한다'는 핵심 주장을 명료하게 제시하고, '신조어와 줄임말을 적절히 사용하면서 우리말을 해치지 않도록 해야 한다', '맞춤법을 지키고 외국어보단 우리말을 쓰려고 노력해야 한다'는 구체적 실천 방안으로 합리적으로 뒷받침하였다.",0
15,20677,content_1,설득,morph_prop,"'디지털 시대에 우리말을 어떻게 지켜야 할지 생각해봐야 한다'는 핵심 주장을 명료하게 제시하고, '신조어와 줄임말을 적절히 사용하면서 우리말을 해치지 않도록 해야 한다', '맞춤법을 지키고 외국어보단 우리말을 쓰려고 노력해야 한다'는 구체적 실천 방안으로 합리적으로 뒷받침하였다.",0
15,20677,content_1,설득,syn,"'디지털 시대에 우리말을 어떻게 지켜야 할지 생각해봐야 한다'는 핵심 주장을 명료하게 제시하고, '신조어와 줄임말을 적절히 사용하면서 우리말을 해치지 않도록 해야 한다', '맞춤법을 지키고 외국어보단 우리말을 쓰려고 노력해야 한다'는 구체적 실천 방안으로 합리적으로 뒷받침하였다.",0
15,20677,content_1,설득,vocab_grade,"'디지털 시대에 우리말을 어떻게 지켜야 할지 생각해봐야 한다'는 핵심 주장을 명료하게 제시하고, '신조어와 줄임말을 적절히 사용하면서 우리말을 해치지 않도록 해야 한다', '맞춤법을 지키고 외국어보단 우리말을 쓰려고 노력해야 한다'는 구체적 실천 방안으로 합리적으로 뒷받침하였다.",0
16,2147,expression_2,설명,case_marker,"뿐만아니라'의 띄어쓰기 오류('뿐만 아니라'), '국보 제 76호난중일기'의 띄어쓰기 오류, 수식 기호(+) 사용 등 맞춤법과 띄어쓰기 사용에 일부 미흡함이 있다.",0
16,2147,expression_2,설명,dis_SBERT,"'뿐만아니라'의 띄어쓰기 오류('뿐만 아니라'), '국보 제 76호난중일기'의 띄어쓰기 오류, 수식 기호(+) 사용 등 맞춤법과 띄어쓰기 사용에 일부 미흡함이 있다.",0
16,2147,expression_2,설명,dis_nonSBERT,"'뿐만아니라'의 띄어쓰기 오류('뿐만 아니라'), '국보 제 76호난중일기'의 띄어쓰기 오류, 수식 기호(+) 사용 등 맞춤법과 띄어쓰기 사용에 일부 미흡함이 있다.",0
16,2147,expression_2,설명,lex,"'뿐만아니라'의 띄어쓰기 오류('뿐만 아니라'), '국보 제 76호난중일기'의 띄어쓰기 오류, 수식 기호(+) 사용 등 맞춤법과 띄어쓰기 사용에 일부 미흡함이 있다.",0
16,2147,expression_2,설명,meta,"'뿐만아니라'의 띄어쓰기 오류('뿐만 아니라'), '국보 제 76호난중일기'의 띄어쓰기 오류, 수식 기호(+) 사용 등 맞춤법과 띄어쓰기 사용에 일부 미흡함이 있다.",0
16,2147,expression_2,설명,morph_prop,"'뿐만아니라'의 띄어쓰기 오류('뿐만 아니라'), '국보 제 76호난중일기'의 띄어쓰기 오류, 수식 기호(+) 사용 등 맞춤법과 띄어쓰기 사용에 일부 미흡함이 있다.",1
16,2147,expression_2,설명,syn,"'뿐만아니라'의 띄어쓰기 오류('뿐만 아니라'), '국보 제 76호난중일기'의 띄어쓰기 오류, 수식 기호(+) 사용 등 맞춤법과 띄어쓰기 사용에 일부 미흡함이 있다.",0
16,2147,expression_2,설명,vocab_grade,"'뿐만아니라'의 띄어쓰기 오류('뿐만 아니라'), '국보 제 76호난중일기'의 띄어쓰기 오류, 수식 기호(+) 사용 등 맞춤법과 띄어쓰기 사용에 일부 미흡함이 있다.",0
17,4462,content_1,설명,case_marker,"통일의 장점이라는 설명 대상에 초점을 맞추어 철도 사업, 인구 증가, 전쟁 불안감, 기술 공유, 이산가족 문제 등을 제시하였다. 각 주제에 대한 분석을 토대로 인과 관계와 구체적 효과를 설명하여 내용을 충실하게 제시하였다.",0
17,4462,content_1,설명,dis_SBERT,"통일의 장점이라는 설명 대상에 초점을 맞추어 철도 사업, 인구 증가, 전쟁 불안감, 기술 공유, 이산가족 문제 등을 제시하였다. 각 주제에 대한 분석을 토대로 인과 관계와 구체적 효과를 설명하여 내용을 충실하게 제시하였다.",1
17,4462,content_1,설명,dis_nonSBERT,"통일의 장점이라는 설명 대상에 초점을 맞추어 철도 사업, 인구 증가, 전쟁 불안감, 기술 공유, 이산가족 문제 등을 제시하였다. 각 주제에 대한 분석을 토대로 인과 관계와 구체적 효과를 설명하여 내용을 충실하게 제시하였다.",1
17,4462,content_1,설명,lex,"통일의 장점이라는 설명 대상에 초점을 맞추어 철도 사업, 인구 증가, 전쟁 불안감, 기술 공유, 이산가족 문제 등을 제시하였다. 각 주제에 대한 분석을 토대로 인과 관계와 구체적 효과를 설명하여 내용을 충실하게 제시하였다.",0
17,4462,content_1,설명,meta,"통일의 장점이라는 설명 대상에 초점을 맞추어 철도 사업, 인구 증가, 전쟁 불안감, 기술 공유, 이산가족 문제 등을 제시하였다. 각 주제에 대한 분석을 토대로 인과 관계와 구체적 효과를 설명하여 내용을 충실하게 제시하였다.",0
17,4462,content_1,설명,morph_prop,"통일의 장점이라는 설명 대상에 초점을 맞추어 철도 사업, 인구 증가, 전쟁 불안감, 기술 공유, 이산가족 문제 등을 제시하였다. 각 주제에 대한 분석을 토대로 인과 관계와 구체적 효과를 설명하여 내용을 충실하게 제시하였다.",0
17,4462,content_1,설명,syn,"통일의 장점이라는 설명 대상에 초점을 맞추어 철도 사업, 인구 증가, 전쟁 불안감, 기술 공유, 이산가족 문제 등을 제시하였다. 각 주제에 대한 분석을 토대로 인과 관계와 구체적 효과를 설명하여 내용을 충실하게 제시하였다.",0
17,4462,content_1,설명,vocab_grade,"통일의 장점이라는 설명 대상에 초점을 맞추어 철도 사업, 인구 증가, 전쟁 불안감, 기술 공유, 이산가족 문제 등을 제시하였다. 각 주제에 대한 분석을 토대로 인과 관계와 구체적 효과를 설명하여 내용을 충실하게 제시하였다.",0
18,2354,expression_2,설득,case_marker,문장 구조가 정확하고 맞춤법과 띄어쓰기가 대부분 어법에 맞게 사용되었다. '언어의 의미와 형식은 사회적 약속이므로'와 같은 복문 구성에서도 어법이 정확하게 지켜졌다.,0
18,2354,expression_2,설득,dis_SBERT,문장 구조가 정확하고 맞춤법과 띄어쓰기가 대부분 어법에 맞게 사용되었다. '언어의 의미와 형식은 사회적 약속이므로'와 같은 복문 구성에서도 어법이 정확하게 지켜졌다.,0
18,2354,expression_2,설득,dis_nonSBERT,문장 구조가 정확하고 맞춤법과 띄어쓰기가 대부분 어법에 맞게 사용되었다. '언어의 의미와 형식은 사회적 약속이므로'와 같은 복문 구성에서도 어법이 정확하게 지켜졌다.,0
18,2354,expression_2,설득,lex,문장 구조가 정확하고 맞춤법과 띄어쓰기가 대부분 어법에 맞게 사용되었다. '언어의 의미와 형식은 사회적 약속이므로'와 같은 복문 구성에서도 어법이 정확하게 지켜졌다.,0
18,2354,expression_2,설득,meta,문장 구조가 정확하고 맞춤법과 띄어쓰기가 대부분 어법에 맞게 사용되었다. '언어의 의미와 형식은 사회적 약속이므로'와 같은 복문 구성에서도 어법이 정확하게 지켜졌다.,0
18,2354,expression_2,설득,morph_prop,문장 구조가 정확하고 맞춤법과 띄어쓰기가 대부분 어법에 맞게 사용되었다. '언어의 의미와 형식은 사회적 약속이므로'와 같은 복문 구성에서도 어법이 정확하게 지켜졌다.,1
18,2354,expression_2,설득,syn,문장 구조가 정확하고 맞춤법과 띄어쓰기가 대부분 어법에 맞게 사용되었다. '언어의 의미와 형식은 사회적 약속이므로'와 같은 복문 구성에서도 어법이 정확하게 지켜졌다.,1
18,2354,expression_2,설득,vocab_grade,문장 구조가 정확하고 맞춤법과 띄어쓰기가 대부분 어법에 맞게 사용되었다. '언어의 의미와 형식은 사회적 약속이므로'와 같은 복문 구성에서도 어법이 정확하게 지켜졌다.,0
19,6876,content_1,설득,case_marker,"유명인 정치참여의 양면성을 제시하고 보호 필요성을 언급하였으나, 두 주장이 병렬적으로 나열되어 필자의 핵심 입장이 명료하게 드러나지 않는다.",0
19,6876,content_1,설득,dis_SBERT,"유명인 정치참여의 양면성을 제시하고 보호 필요성을 언급하였으나, 두 주장이 병렬적으로 나열되어 필자의 핵심 입장이 명료하게 드러나지 않는다.",1
19,6876,content_1,설득,dis_nonSBERT,"유명인 정치참여의 양면성을 제시하고 보호 필요성을 언급하였으나, 두 주장이 병렬적으로 나열되어 필자의 핵심 입장이 명료하게 드러나지 않는다.",1
19,6876,content_1,설득,lex,"유명인 정치참여의 양면성을 제시하고 보호 필요성을 언급하였으나, 두 주장이 병렬적으로 나열되어 필자의 핵심 입장이 명료하게 드러나지 않는다.",0
19,6876,content_1,설득,meta,"유명인 정치참여의 양면성을 제시하고 보호 필요성을 언급하였으나, 두 주장이 병렬적으로 나열되어 필자의 핵심 입장이 명료하게 드러나지 않는다.",0
19,6876,content_1,설득,morph_prop,"유명인 정치참여의 양면성을 제시하고 보호 필요성을 언급하였으나, 두 주장이 병렬적으로 나열되어 필자의 핵심 입장이 명료하게 드러나지 않는다.",0
19,6876,content_1,설득,syn,"유명인 정치참여의 양면성을 제시하고 보호 필요성을 언급하였으나, 두 주장이 병렬적으로 나열되어 필자의 핵심 입장이 명료하게 드러나지 않는다.",0
19,6876,content_1,설득,vocab_grade,"유명인 정치참여의 양면성을 제시하고 보호 필요성을 언급하였으나, 두 주장이 병렬적으로 나열되어 필자의 핵심 입장이 명료하게 드러나지 않는다.",0
20,2325,expression_2,설득,case_marker,"낱말을 만든 것을 언어를 더, 규칙을 어려서, 새로운 말이 새겨 등 조사 사용과 문장 연결에서 어법 오류가 관찰되어 맞춤법과 띄어쓰기 사용에 미흡함이 있다.",1
20,2325,expression_2,설득,dis_SBERT,"낱말을 만든 것을 언어를 더, 규칙을 어려서, 새로운 말이 새겨 등 조사 사용과 문장 연결에서 어법 오류가 관찰되어 맞춤법과 띄어쓰기 사용에 미흡함이 있다.",0
20,2325,expression_2,설득,dis_nonSBERT,"낱말을 만든 것을 언어를 더, 규칙을 어려서, 새로운 말이 새겨 등 조사 사용과 문장 연결에서 어법 오류가 관찰되어 맞춤법과 띄어쓰기 사용에 미흡함이 있다.",0
20,2325,expression_2,설득,lex,"낱말을 만든 것을 언어를 더, 규칙을 어려서, 새로운 말이 새겨 등 조사 사용과 문장 연결에서 어법 오류가 관찰되어 맞춤법과 띄어쓰기 사용에 미흡함이 있다.",0
20,2325,expression_2,설득,meta,"낱말을 만든 것을 언어를 더, 규칙을 어려서, 새로운 말이 새겨 등 조사 사용과 문장 연결에서 어법 오류가 관찰되어 맞춤법과 띄어쓰기 사용에 미흡함이 있다.",0
20,2325,expression_2,설득,morph_prop,"낱말을 만든 것을 언어를 더, 규칙을 어려서, 새로운 말이 새겨 등 조사 사용과 문장 연결에서 어법 오류가 관찰되어 맞춤법과 띄어쓰기 사용에 미흡함이 있다.",1
20,2325,expression_2,설득,syn,"낱말을 만든 것을 언어를 더, 규칙을 어려서, 새로운 말이 새겨 등 조사 사용과 문장 연결에서 어법 오류가 관찰되어 맞춤법과 띄어쓰기 사용에 미흡함이 있다.",1
20,2325,expression_2,설득,vocab_grade,"낱말을 만든 것을 언어를 더, 규칙을 어려서, 새로운 말이 새겨 등 조사 사용과 문장 연결에서 어법 오류가 관찰되어 맞춤법과 띄어쓰기 사용에 미흡함이 있다.",0
